,Actor Ranking,Title,Year,Genre,Rating
2287,31,The International, (2009),"Action, Crime, Drama",6.5
2288,31,Ophelia, (2018),"Drama, Romance, Thriller",6.5
2289,31,Blood Ties, (2013),"Action, Crime, Drama",6.5
2290,31,Schließe meine Augen - Begehre oder Töte mich,(1991),"Drama, Romance",6.2
2291,31,Der Croupier,(1998),"Crime, Drama",7.0
2292,31,Trust - Blindes Vertrauen, (2010),"Crime, Drama, Thriller",6.9
2293,31,Duplicity - Gemeinsame Geheimsache,(2009),"Comedy, Crime, Romance",6.1
2294,31,Last Knights - Die Ritter des 7. Ordens,(2015),"Action, Drama, History",6.1
2295,31,Jenseits aller Grenzen,(2003),"Adventure, Drama, Romance",6.4
2296,31,Greenfingers - Harte Jungs & zarte Triebe,(2000),"Comedy, Crime, Drama",6.8
2297,31,Bent,(1997),"Drama, History, Romance",7.1
2298,31,Shadow Dancer,(2012),"Drama, Thriller",6.2
2299,31,The Confirmation,(2016),"Adventure, Comedy, Drama",6.4
2300,31,Intruders, (2011),"Adventure, Fantasy, Horror",5.4
2301,31,Dead Simple,(2003),"Crime, Drama, Mystery",5.8
2302,31,Words & Pictures,(2013),"Comedy, Drama, Romance",6.6
2303,31,The Rich Man's Wife,(1996),Thriller,5.2
2304,31,Lui, (2021),"Drama, Thriller",4.8
2305,31,The Boys Are Back - Zurück ins Leben,(2009),Drama,6.8
2306,31,Guida romantica a posti perduti,(2020),Drama,5.4
2307,31,Vroom! - Ab in die Freiheit,(1990),"Drama, Romance",5.2
2308,31,Century,(1993),"Drama, Romance",6.2
2309,31,The Turnaround,(1995),"Crime, Drama",7.3
2310,32,Hacksaw Ridge - Die Entscheidung,(2016),"Biography, Drama, History",8.1
2311,32,Braveheart,(1995),"Biography, Drama, History",8.4
2312,32,Last Looks, (2021),"Comedy, Thriller",5.8
2313,32,Die Passion Christi,(2004),Drama,7.2
2314,32,Father Stu,(2022),"Biography, Drama",6.5
2316,32,Apocalypto,(2006),"Action, Adventure, Drama",7.8
2317,32,Signs - Zeichen,(2002),"Drama, Mystery, Sci-Fi",6.8
2318,32,Bandit,(2022),"Crime, Drama, Thriller",6.3
2319,32,Panama,(2022),"Action, Thriller",3.4
2320,32,On the Line,(II) (2022),Thriller,5.4
2321,32,Der Patriot,(2000),"Action, Drama, History",7.2
2322,32,Mad Max,(1979),"Action, Adventure, Sci-Fi",6.8
2323,32,The Expendables 3,(2014),"Action, Adventure, Thriller",6.1
2324,32,Lethal Weapon - Zwei stahlharte Profis,(1987),"Action, Crime, Thriller",7.6
2325,32,Boss Level,(2020),"Action, Adventure, Comedy",6.8
2326,32,Casper,(1995),"Comedy, Family, Fantasy",6.1
2327,32,Mad Max 2 - Der Vollstrecker,(1981),"Action, Adventure, Sci-Fi",7.6
2328,32,Pocahontas, (1995),"Animation, Adventure, Drama",6.7
2329,32,Wir waren Helden,(2002),"Action, Drama, History",7.1
2331,32,Dragged Across Concrete,(2018),"Action, Thriller",6.9
2332,32,"Maverick - Den Colt am Gürtel, ein As im Ärmel",(1994),"Action, Adventure, Comedy",7.0
2333,32,"Daddy's Home 2: Mehr Väter, mehr Probleme!",(2017),Comedy,6.0
2334,32,Hennen rennen,(2000),"Animation, Adventure, Comedy",7.1
2335,32,Was Frauen wollen,(2000),"Comedy, Fantasy, Romance",6.4
2336,32,Brennpunkt L.A.,(1989),"Action, Crime, Thriller",7.2
2337,32,Das Jerico Projekt,(2016),"Action, Sci-Fi, Thriller",6.3
2338,32,Blood Father,(2016),"Action, Crime, Drama",6.4
2339,32,The Professor and the Madman,(2019),"Biography, Drama, History",7.2
2340,32,Lethal Weapon 4 - Zwei Profis räumen auf,(1998),"Action, Crime, Thriller",6.6
2341,32,Fatman,(2020),"Action, Adventure, Comedy",5.9
2342,32,Mad Max - Jenseits der Donnerkuppel,(1985),"Action, Adventure, Sci-Fi",6.2
2343,32,Dangerous,(III) (2021),"Action, Thriller",5.1
2344,32,Hot Seat,(2022),Thriller,4.3
2345,32,Machete Kills,(2013),"Action, Crime, Thriller",5.6
2346,32,Stonehearst Asylum - Diese Mauern wirst du nie verlassen,(2014),"Drama, Horror, Mystery",6.8
2347,32,Payback - Zahltag, (1999),"Action, Crime, Drama",7.1
2348,32,Lethal Weapon 3: Die Profis sind zurück,(1992),"Action, Crime, Thriller",6.7
2349,32,Die Bounty,(1984),"Adventure, Drama, History",7.0
2350,32,Agent Game,(2022),"Action, Thriller",3.8
2351,32,Ein Jahr in der Hölle,(1982),"Drama, Romance, War",7.1
2352,32,Kopfgeld - Einer wird bezahlen,(1996),"Action, Crime, Thriller",6.7
2353,32,Fletchers Visionen,(1997),"Action, Mystery, Thriller",6.7
2354,32,Forever Young,(1992),"Drama, Romance, Sci-Fi",6.3
2356,32,Auftrag Rache,(2010),"Action, Drama, Thriller",6.6
2357,32,Force of Nature,(2020),"Action, Crime, Drama",4.6
2358,32,Paparazzi,(2004),"Action, Crime, Drama",5.7
2359,32,Get the Gringo,(2012),"Action, Drama, Thriller",6.9
2360,32,Gallipoli,(1981),"Adventure, Drama, History",7.4
2361,32,The Birth of a Nation - Aufstand zur Freiheit,(2016),"Biography, Drama, History",6.5
2362,32,Air America,(1990),"Action, Comedy, War",5.8
2363,32,Hamlet,(1990),Drama,6.7
2364,32,Der Mann ohne Gesicht,(1993),Drama,6.7
2365,32,Tequila Sunrise,(1988),"Crime, Drama, Romance",6.0
2366,32,Ein Vogel auf dem Drahtseil,(1990),"Action, Comedy",6.0
2368,32,Der Biber,(2011),Drama,6.6
2369,32,187 - Eine tödliche Zahl,(1997),"Drama, Thriller",6.6
2370,32,Fremde Wesen,(1997),"Drama, Family, Fantasy",6.5
2372,32,The Million Dollar Hotel,(2000),"Drama, Mystery, Thriller",5.8
2373,32,Menschen am Fluß,(1984),Drama,6.3
2374,32,Ein Vater zuviel,(1997),"Comedy, Romance",5.2
2375,32,Air Strike,(2018),"Action, Adventure, Drama",3.2
2376,32,Tim - Kann das Liebe sein?,(1979),"Drama, Romance",6.4
2377,32,Die grünen Teufel vom Mekong,(1981),"Action, Drama, History",5.4
2378,32,The Singing Detective,(2003),"Comedy, Crime, Musical",5.4
2379,32,Flucht zu dritt,(1984),"Drama, Romance",6.1
2380,32,Die Kettenreaktion,(1980),"Action, Drama, Sci-Fi",5.4
2381,32,Summer City,(1977),"Drama, Thriller",3.9
2383,32,Abed,(2012),Horror,5.3
2385,33,Gravity,(2013),"Drama, Sci-Fi, Thriller",7.7
2386,33,Ticket ins Paradies,(2022),"Comedy, Romance",6.2
2387,33,Ocean's Eleven,(2001),"Crime, Thriller",7.7
2388,33,From Dusk Till Dawn,(1996),"Action, Crime, Horror",7.2
2389,33,"O Brother, Where Art Thou? - Eine Mississippi-Odyssee",(2000),"Adventure, Comedy, Crime",7.7
2390,33,Der fantastische Mr. Fox,(2009),"Animation, Adventure, Comedy",7.9
2391,33,Up in the Air, (2009),"Comedy, Drama, Romance",7.4
2392,33,Batman & Robin,(1997),"Action, Sci-Fi",3.7
2393,33,Burn After Reading - Wer verbrennt sich hier die Finger?,(2008),"Comedy, Crime, Drama",7.0
2394,33,Argo,(2012),"Biography, Drama, Thriller",7.7
2395,33,The Tender Bar,(2021),Drama,6.7
2396,33,Insomnia - Schlaflos,(2002),"Drama, Mystery, Thriller",7.2
2397,33,Spy Kids,(2001),"Action, Adventure, Comedy",5.6
2398,33,Out of Sight,(1998),"Comedy, Crime, Drama",7.0
2399,33,Der schmale Grat,(1998),"Drama, History, War",7.6
2400,33,Ocean's Twelve,(2004),"Crime, Thriller",6.5
2401,33,"Hail, Caesar!",(2016),"Comedy, Drama, Mystery",6.3
2402,33,A World Beyond,(2015),"Action, Adventure, Family",6.4
2403,33,Ocean's 13,(2007),"Crime, Thriller",6.9
2404,33,Der Sturm,(2000),"Action, Adventure, Drama",6.5
2405,33,The Midnight Sky,(2020),"Adventure, Drama, Sci-Fi",5.6
2406,33,The Ides of March - Tage des Verrats,(2011),"Drama, Thriller",7.1
2407,33,Three Kings - Es ist schön König zu sein,(1999),"Action, Adventure, Comedy",7.1
2408,33,The American,(2010),"Action, Crime, Drama",6.3
2409,33,Tage wie dieser...,(1996),"Comedy, Drama, Romance",6.5
2410,33,The Descendants - Familie und andere Angelegenheiten,(2011),"Comedy, Drama",7.3
2411,33,Im August in Osage County,(2013),"Comedy, Drama",7.2
2412,33,Spy Kids 3: Game Over,(2003),"Action, Adventure, Comedy",4.3
2413,33,Rock Star,(2001),"Drama, Music",6.3
2414,33,Michael Clayton,(2007),"Crime, Drama, Mystery",7.2
2415,33,A Scanner Darkly - Der dunkle Schirm,(2006),"Animation, Comedy, Crime",7.0
2416,33,"South Park: Größer, länger und un(b)geschnitten",(1999),"Animation, Comedy, Fantasy",7.7
2417,33,Solaris,(2002),"Drama, Mystery, Romance",6.2
2418,33,Monuments Men: Ungewöhnliche Helden,(2014),"Comedy, Drama, History",6.1
2419,33,Suburbicon,(2017),"Comedy, Crime, Drama",5.8
2420,33,Projekt: Peacemaker,(1997),"Action, Thriller",6.0
2421,33,The Jacket,(2005),"Drama, Fantasy, Mystery",7.1
2422,33,Geständnisse - Confessions of a Dangerous Mind,(2002),"Biography, Comedy, Crime",7.0
2423,33,Money Monster,(2016),"Crime, Drama, Mystery",6.5
2424,33,Ein (un)möglicher Härtefall,(2003),"Comedy, Crime, Romance",6.3
2425,33,Syriana,(2005),"Drama, Thriller",6.9
2426,33,"Männer, die auf Ziegen starren",(2009),"Comedy, War",6.2
2427,33,"Good Night, and Good Luck.",(2005),"Biography, Drama, History",7.4
2428,33,Wo die Liebe hinfällt...,(2005),"Comedy, Drama, Romance",5.5
2429,33,Dem Himmel so fern,(2002),"Drama, Romance",7.3
2430,33,Dirty Cops: War on Everyone,(2016),"Action, Comedy, Crime",5.8
2432,33,Der Informant!,(2009),"Biography, Comedy, Crime",6.5
2433,33,Der eisige Tod,(2007),"Adventure, Drama, Horror",5.8
2434,33,Die Wahlkämpferin,(2015),"Comedy, Drama",6.1
2435,33,Ein verlockendes Spiel,(2008),"Comedy, Drama, Romance",6.0
2437,33,Grizzly II: The Predator,(1983),"Horror, Music, Thriller",2.8
2438,33,Casting Couch, (2013),Comedy,4.3
2439,33,The Good German,(2006),"Drama, Mystery, Romance",6.0
2440,33,Die Rückkehr der Killertomaten,(1988),"Comedy, Horror, Sci-Fi",5.2
2441,33,Safecrackers oder Diebe haben's schwer,(2002),"Comedy, Crime",6.3
2442,33,Return to Horror High,(1987),"Comedy, Horror",4.3
2443,33,The Half Life of Timofey Berezin,(2006),Drama,6.8
2445,33,Gauner unter sich,(2004),"Comedy, Crime, Drama",6.4
2446,33,Red Surf,(1989),"Action, Crime, Drama",4.0
2447,33,For the Love of George,(2018),"Comedy, Drama, Romance",5.4
2450,33,Blutige Ernte - The Harvest,(1993),"Crime, Thriller",5.5
2452,33,The Book That Wrote Itself,(1999),Comedy,5.0
2453,33,"Hilfe, Mami dreht durch!",(1992),Comedy,4.4
2454,33,And They Are Off,(1982),"Drama, Romance",5.3
2456,33,Streetballers,(2009),"Drama, Sport",5.6
2474,34,Departed: Unter Feinden,(2006),"Crime, Drama, Thriller",8.5
2475,34,Der Rabe - Duell der Zauberer,(1963),"Comedy, Fantasy, Horror",6.5
2476,34,Shining,(1980),"Drama, Horror",8.4
2477,34,Einer flog über das Kuckucksnest,(1975),Drama,8.7
2478,34,Into the Wild,(2007),"Adventure, Biography, Drama",8.1
2479,34,Chinatown,(1974),"Drama, Mystery, Thriller",8.2
2480,34,Batman,(1989),"Action, Adventure",7.5
2481,34,Mars Attacks!,(1996),"Comedy, Sci-Fi",6.4
2482,34,Eine Frage der Ehre,(1992),"Drama, Thriller",7.7
2483,34,Besser geht's nicht,(1997),"Comedy, Drama, Romance",7.7
2484,34,Easy Rider,(1969),"Adventure, Drama",7.3
2485,34,Das Versprechen, (2001),"Crime, Drama, Mystery",6.8
2486,34,Die Wutprobe,(2003),Comedy,6.2
2487,34,Zeit der Zärtlichkeit,(1983),"Comedy, Drama",7.4
2488,34,"Woher weißt du, dass es Liebe ist?",(2010),"Comedy, Drama, Romance",5.4
2489,34,Das Beste kommt zum Schluss,(2007),"Adventure, Comedy, Drama",7.4
2490,34,Was das Herz begehrt,(2003),"Comedy, Drama, Romance",6.7
2491,34,Wenn der Postmann zweimal klingelt,(1981),"Crime, Drama, Romance",6.6
2492,34,Five Easy Pieces - Ein Mann sucht sich selbst,(1970),Drama,7.4
2493,34,Die Kunst zu lieben,(1971),Drama,6.9
2494,34,About Schmidt,(2002),Drama,7.2
2495,34,Die Hexen von Eastwick,(1987),"Comedy, Fantasy, Horror",6.5
2496,34,Tommy,(1975),"Drama, Musical",6.6
2497,34,Das letzte Kommando,(1973),"Comedy, Drama",7.5
2498,34,Wolf - Das Tier im Manne,(1994),"Drama, Horror, Romance",6.2
2499,34,Reds - Ein Mann kämpft für Gerechtigkeit,(1981),"Biography, Drama, History",7.3
2500,34,Die Spur führt zurück,(1990),"Crime, Drama, Mystery",6.1
2501,34,Broadcast News - Nachrichtenfieber,(1987),"Comedy, Drama, Romance",7.2
2502,34,I'm Still Here, (2010),"Comedy, Drama, Music",6.2
2503,34,Die Ehre der Prizzis,(1985),"Comedy, Crime, Drama",6.7
2504,34,Beruf: Reporter,(1975),"Drama, Thriller",7.5
2505,34,Kleiner Laden voller Schrecken,(1960),"Comedy, Horror",6.2
2506,34,Das Schießen,(1966),Western,6.5
2507,34,Der letzte Tycoon,(1976),"Drama, Romance",6.3
2508,34,Sodbrennen,(1986),"Comedy, Drama",6.1
2509,34,Jimmy Hoffa,(1992),"Biography, Crime, Drama",6.6
2510,34,The Terror - Schloß des Schreckens,(1963),"Horror, Thriller",5.0
2511,34,Chicago-Massaker,(1967),"Crime, Drama, History",6.6
2512,34,Jahre der Zärtlichkeit,(1996),"Comedy, Drama, Romance",5.9
2513,34,Duell am Missouri,(1976),"Drama, Western",6.5
2514,34,Head,(1968),"Comedy, Fantasy, Musical",6.4
2515,34,Der Galgenstrick,(1978),"Comedy, Romance, Western",6.2
2516,34,Wolfsmilch,(1987),Drama,6.7
2517,34,Blood & Wine,(1996),"Crime, Drama, Thriller",6.0
2518,34,Crossing Guard,(1995),"Drama, Thriller",6.3
2519,34,Die wilden Schläger von San Francisco,(1967),"Crime, Drama, Thriller",5.1
2520,34,The Trip,(II) (1967),Drama,6.0
2521,34,Grenzpatrouille,(1982),"Crime, Drama",6.4
2522,34,Einst kommt der Tag,(1970),"Comedy, Drama, Fantasy",6.3
2523,34,Mitgiftjäger,(1975),"Comedy, Crime, Romance",5.7
2524,34,Ritt im Wirbelwind,(1966),Western,6.4
2525,34,Psych-Out,(1968),Drama,5.9
2526,34,The Cry Baby Killer,(1958),"Crime, Drama, Thriller",5.0
2527,34,Der König von Marvin Gardens,(1972),Drama,6.5
2528,34,Man Trouble,(1992),"Comedy, Romance",4.7
2529,34,"Drive, He Said", (1971),"Comedy, Drama, Sport",5.7
2530,34,The Wild Ride,(1960),"Crime, Drama",4.4
2531,34,Ein Zauberer an meiner Seite,(1971),Drama,5.0
2532,34,Operation Pazifik,(1964),"Comedy, Drama, War",5.9
2533,34,Rebel Riders,(1970),"Crime, Drama",4.1
2534,34,Kein Stern geht verloren,(1960),Drama,5.0
2535,34,Die Sünde lockt,(1960),"Drama, Romance",5.1
2536,34,Das gebrochene Land,(1962),Western,5.1
2537,34,Back Door to Hell,(1964),"Drama, War",5.2
2538,34,Flight to Fury,(1964),Adventure,5.4
2539,34,Song of the Shattered,(2010),"Drama, Horror, Romance",6.6
2540,34,The Rolling Stones: From the Vault - Sticky Fingers Live at the Fonda Theatre 2015,(2017),Music,8.0
2541,34,Thunder Island,(1963),"Action, Drama, Thriller",5.2
2543,34,Jill and Jac,(2010),"Drama, Thriller",7.2
2544,35,Avengers: Endgame,(2019),"Action, Adventure, Drama",8.4
2545,35,Prestige - Die Meister der Magie,(2006),"Drama, Mystery, Sci-Fi",8.5
2546,35,Sing - Die Show deines Lebens,(2021),"Animation, Adventure, Comedy",7.4
2547,35,Avengers: Infinity War,(2018),"Action, Adventure, Sci-Fi",8.4
2548,35,Jojo Rabbit,(2019),"Comedy, Drama, War",7.9
2549,35,Her,(2013),"Drama, Romance, Sci-Fi",8.0
2551,35,Sing,(2016),"Animation, Comedy, Family",7.1
2552,35,Black Widow,(2021),"Action, Adventure, Sci-Fi",6.7
2553,35,The Avengers,(2012),"Action, Adventure, Sci-Fi",8.0
2554,35,Iron Man 2,(2010),"Action, Adventure, Sci-Fi",6.9
2555,35,Don Jon,(2013),"Comedy, Drama, Romance",6.5
2556,35,Captain Marvel,(2019),"Action, Adventure, Sci-Fi",6.8
2557,35,Marriage Story,(2019),"Drama, Romance",7.9
2558,35,Avengers: Age of Ultron,(2015),"Action, Adventure, Sci-Fi",7.3
2559,35,Vicky Cristina Barcelona,(2008),"Comedy, Drama, Romance",7.1
2560,35,Under the Skin - Tödliche Verführung, (2013),"Drama, Horror, Mystery",6.3
2561,35,Wir kaufen einen Zoo,(2011),"Comedy, Drama, Family",7.1
2562,35,Lost in Translation: Zwischen den Welten,(2003),"Comedy, Drama",7.7
2563,35,The First Avenger: Civil War,(2016),"Action, Adventure, Sci-Fi",7.8
2564,35,The Return of the First Avenger,(2014),"Action, Adventure, Sci-Fi",7.8
2565,35,Lucy, (2014),"Action, Sci-Fi, Thriller",6.4
2566,35,Er steht einfach nicht auf Dich,(2009),"Comedy, Drama, Romance",6.4
2567,35,Kiss the Cook: So schmeckt das Leben,(2014),"Adventure, Comedy, Drama",7.3
2568,35,Die Insel,(2005),"Action, Sci-Fi, Thriller",6.8
2569,35,Isle of Dogs - Ataris Reise,(2018),"Animation, Adventure, Comedy",7.8
2570,35,The Jungle Book,(2016),"Adventure, Drama, Family",7.4
2571,35,"Hail, Caesar!",(2016),"Comedy, Drama, Mystery",6.3
2572,35,Ghost in the Shell,(2017),"Action, Crime, Drama",6.3
2573,35,Wieder allein zu Haus,(1997),"Action, Comedy, Crime",4.5
2574,35,Match Point,(2005),"Drama, Romance, Thriller",7.6
2575,35,Girls' Night Out,(2017),Comedy,5.2
2576,35,Die Schwester der Königin,(2008),"Biography, Drama, History",6.7
2577,35,Der SpongeBob Schwammkopf Film,(2004),"Animation, Adventure, Comedy",7.1
2578,35,Ghost World,(2001),"Comedy, Drama",7.3
2579,35,Der Pferdeflüsterer,(1998),"Drama, Romance, Western",6.7
2580,35,Das Mädchen mit dem Perlenohrring,(2003),"Biography, Drama, Romance",6.9
2581,35,Black Dahlia,(2006),"Crime, Drama, Mystery",5.6
2582,35,Nanny Diaries,(2007),"Comedy, Drama, Romance",6.2
2583,35,The Man Who Wasn't There,(2001),"Crime, Drama",7.5
2584,35,The Spirit,(2008),"Action, Crime, Fantasy",4.7
2585,35,Arac Attack - Angriff der achtbeinigen Monster,(2002),"Action, Adventure, Comedy",5.5
2586,35,Hitchcock,(2012),"Biography, Drama, Romance",6.8
2587,35,Lovesong für Bobby Long,(2004),Drama,7.1
2589,35,Voll gepunktet,(2004),"Comedy, Crime, Drama",5.6
2590,35,Im Sumpf des Verbrechens,(1995),"Action, Crime, Drama",6.4
2591,35,Scoop - Der Knüller,(2006),"Comedy, Crime, Fantasy",6.6
2592,35,North,(1994),"Adventure, Comedy, Drama",4.5
2593,35,Reine Chefsache,(2004),"Comedy, Drama, Romance",6.5
2596,35,Good Woman - Ein Sommer in Amalfi,(2004),"Drama, Comedy, Romance",6.5
2597,35,Ein amerikanischer Traum,(2001),Drama,6.7
2598,35,Manny & Lo,(1996),"Comedy, Drama",6.6
2599,35,Fall,(1997),"Drama, Romance",5.9
2601,35,Wenn Lucy springt,(1996),"Comedy, Romance",4.9
2602,35,My Brother the Pig,(1999),"Comedy, Family, Fantasy",4.2
2605,35,The Avengers Assemble Premiere,(2012),Action,7.8
2606,35,American Express Unstaged: Ellie Goulding,(2015),Music,8.5
2607,36,Spider-Man: No Way Home,(2021),"Action, Adventure, Fantasy",8.2
2608,36,Inception,(2010),"Action, Adventure, Sci-Fi",8.8
2609,36,Mad Max: Fury Road,(2015),"Action, Adventure, Sci-Fi",8.1
2610,36,Legend, (2015),"Biography, Crime, Drama",6.9
2611,36,The Dark Knight Rises,(2012),"Action, Drama",8.4
2612,36,The Revenant - Der Rückkehrer,(2015),"Action, Adventure, Drama",8.0
2613,36,Dunkirk,(2017),"Action, Drama, History",7.8
2614,36,Warrior,(2011),"Action, Drama, Sport",8.2
2615,36,Black Hawk Down,(2001),"Action, Drama, History",7.7
2616,36,Venom,(2018),"Action, Adventure, Sci-Fi",6.6
2617,36,Venom: Let There Be Carnage,(2021),"Action, Adventure, Sci-Fi",5.9
2618,36,Layer Cake,(2004),"Action, Crime, Drama",7.3
2619,36,Marie Antoinette,(2006),"Biography, Drama, History",6.5
2620,36,RocknRolla,(2008),"Action, Crime, Thriller",7.2
2621,36,"Dame, König, As, Spion",(2011),"Drama, Mystery, Thriller",7.0
2622,36,Lawless - Die Gesetzlosen,(2012),"Biography, Crime, Drama",7.2
2623,36,The Drop - Bargeld,(2014),"Crime, Drama, Thriller",7.0
2624,36,Bronson,(2008),"Action, Crime, Drama",7.0
2627,36,No Turning Back,(2013),Drama,7.1
2628,36,Das gibt Ärger,(2012),"Action, Comedy, Romance",6.3
2629,36,Star Trek: Nemesis,(2002),"Action, Adventure, Sci-Fi",6.4
2630,36,Capone,(2020),"Biography, Crime, Drama",4.7
2633,36,Kind 44,(2015),"Crime, Drama, History",6.4
2634,36,Thick as Thieves, (2009),"Action, Crime, Thriller",6.0
2635,36,Scenes of a Sexual Nature,(2006),"Comedy, Drama, Romance",6.0
2637,36,WAZ - Welche Qualen erträgst du?,(2007),"Crime, Drama, Horror",5.7
2638,36,Die Flut - Wenn das Meer die Städte verschlingt,(2007),"Action, Drama, Thriller",4.8
2639,36,London Road,(2015),"Crime, Drama, Musical",5.2
2640,36,The Reckoning,(II) (2002),"Crime, Drama, Mystery",6.5
2641,36,Minotaur,(2006),"Action, Adventure, Fantasy",3.7
2643,36,Ein gefährlicher Kuss,(2003),"Drama, Romance, Thriller",6.7
2645,36,Sucker Punch,(2008),Action,4.9
2646,36,Legion of Honor,(2002),"Drama, War",5.3
2650,36,LD 50 Lethal Dose,(2003),Horror,4.0
2653,36,EMR,(2004),Thriller,5.4
2656,36,The Inheritance,(2007),Drama,5.6
2662,37,Avengers: Endgame,(2019),"Action, Adventure, Drama",8.4
2663,37,L.I.S.A. - Der helle Wahnsinn,(1985),"Comedy, Romance, Sci-Fi",6.6
2664,37,Avengers: Infinity War,(2018),"Action, Adventure, Sci-Fi",8.4
2665,37,Zodiac: Die Spur des Killers,(2007),"Crime, Drama, Mystery",7.7
2666,37,Iron Man,(2008),"Action, Adventure, Sci-Fi",7.9
2667,37,Tropic Thunder,(2008),"Action, Comedy, War",7.0
2668,37,The Avengers,(2012),"Action, Adventure, Sci-Fi",8.0
2669,37,Iron Man 3,(2013),"Action, Adventure, Sci-Fi",7.1
2670,37,Spider-Man: Homecoming,(2017),"Action, Adventure, Sci-Fi",7.4
2671,37,Iron Man 2,(2010),"Action, Adventure, Sci-Fi",6.9
2672,37,Avengers: Age of Ultron,(2015),"Action, Adventure, Sci-Fi",7.3
2673,37,Sherlock Holmes,(2009),"Action, Adventure, Mystery",7.6
2674,37,Der Richter - Recht oder Ehre,(2014),"Crime, Drama",7.4
2675,37,The First Avenger: Civil War,(2016),"Action, Adventure, Sci-Fi",7.8
2676,37,Der unglaubliche Hulk,(2008),"Action, Adventure, Sci-Fi",6.6
2677,37,Kiss the Cook: So schmeckt das Leben,(2014),"Adventure, Comedy, Drama",7.3
2678,37,Natural Born Killers,(1994),"Action, Crime, Drama",7.2
2679,37,Auf der Jagd,(1998),"Action, Crime, Thriller",6.5
2680,37,Sherlock Holmes - Spiel im Schatten,(2011),"Action, Adventure, Mystery",7.4
2681,37,Stichtag - Schluss mit gemütlich,(2010),"Comedy, Drama",6.5
2682,37,Nur für Dich,(1994),"Comedy, Romance",6.5
2684,37,Kiss Kiss Bang Bang,(2005),"Comedy, Crime, Mystery",7.5
2685,37,Die fantastische Reise des Dr. Dolittle,(2020),"Adventure, Comedy, Family",5.6
2687,37,"Mach's nochmal, Dad",(1986),"Comedy, Romance, Sport",6.6
2688,37,A Scanner Darkly - Der dunkle Schirm,(2006),"Animation, Comedy, Crime",7.0
2689,37,Chaplin - Das Leben der unsterblichen Filmlegende,(1992),"Biography, Comedy, Drama",7.5
